ID do Frame,Quadril Esquerdo,Joelho Esquerdo,Tornozelo Esquerdo,Ângulo
377,"[0.5029522180557251, 0.5215741991996765]","[0.5276162028312683, 0.6954575181007385]","[0.5582665205001831, 0.8651288151741028]",177.83332208606046
378,"[0.5016636848449707, 0.5219568610191345]","[0.5259556174278259, 0.6954993605613708]","[0.5571670532226562, 0.8644108176231384]",177.4992874388018
379,"[0.5000015497207642, 0.5221484899520874]","[0.524513840675354, 0.6953699588775635]","[0.5560818910598755, 0.8629620671272278]",177.3869746263135
380,"[0.49894317984580994, 0.5221899151802063]","[0.5238494277000427, 0.6957653164863586]","[0.5553259253501892, 0.863086462020874]",177.51162325639783
381,"[0.4977085590362549, 0.5223373770713806]","[0.5229572653770447, 0.6964482069015503]","[0.554702639579773, 0.8627983331680298]",177.44711907835799
382,"[0.4963586926460266, 0.5228398442268372]","[0.5225687623023987, 0.6970313191413879]","[0.5543994903564453, 0.8628672957420349]",177.6916658161013
383,"[0.4955270290374756, 0.5232856273651123]","[0.5212872624397278, 0.6977211236953735]","[0.554118275642395, 0.8629874587059021]",177.16476729794246
384,"[0.49452805519104004, 0.5232766270637512]","[0.520335853099823, 0.6976787447929382]","[0.553550124168396, 0.8625229597091675]",177.02553565982322
385,"[0.4938393235206604, 0.5223053097724915]","[0.519853949546814, 0.6964471936225891]","[0.5534634590148926, 0.8627009987831116]",177.06768012292102
386,"[0.4935506284236908, 0.5216365456581116]","[0.519442617893219, 0.6961591839790344]","[0.5531944036483765, 0.8626092672348022]",176.97609723124552
387,"[0.49338817596435547, 0.5216389894485474]","[0.5193108916282654, 0.6961321234703064]","[0.5526608824729919, 0.8622691631317139]",177.09948728962289
388,"[0.4933567941188812, 0.5219169855117798]","[0.5189281702041626, 0.6957009434700012]","[0.5527064204216003, 0.8621402382850647]",176.89853665120228
389,"[0.4934018552303314, 0.5219322443008423]","[0.5183652639389038, 0.6939074397087097]","[0.5525873303413391, 0.8617895245552063]",176.73754805422755
390,"[0.4936153292655945, 0.5222434401512146]","[0.518635630607605, 0.6943910121917725]","[0.5525952577590942, 0.8618170022964478]",176.80362778232566
391,"[0.49375081062316895, 0.5222501754760742]","[0.518827497959137, 0.6944210529327393]","[0.5525606274604797, 0.8615984320640564]",176.87887048569416
392,"[0.4938930571079254, 0.522247850894928]","[0.5189367532730103, 0.6944417953491211]","[0.5525335073471069, 0.860079288482666]",176.80908994205657
393,"[0.49397197365760803, 0.5221669673919678]","[0.5190204381942749, 0.6935170888900757]","[0.552569568157196, 0.8601319789886475]",176.9320665885811
394,"[0.4940485954284668, 0.5223602652549744]","[0.519460916519165, 0.6960563063621521]","[0.5526502728462219, 0.8616592288017273]",176.99070570113048
395,"[0.49409812688827515, 0.5224297046661377]","[0.5195671319961548, 0.6961169838905334]","[0.5527033805847168, 0.86246657371521]",177.07657853495127
396,"[0.49406418204307556, 0.5224165320396423]","[0.5197228789329529, 0.6949087977409363]","[0.5527704954147339, 0.8626185655593872]",177.3134098275366
397,"[0.494041383266449, 0.5223239660263062]","[0.5197725892066956, 0.6941878795623779]","[0.5527740120887756, 0.862286388874054]",177.40783363823337
398,"[0.4940623641014099, 0.5223260521888733]","[0.5198020935058594, 0.6936760544776917]","[0.5527781844139099, 0.86225426197052]",177.47489842423428
399,"[0.4943969249725342, 0.5223696231842041]","[0.5201120376586914, 0.69358891248703]","[0.5527833700180054, 0.8622561693191528]",177.57871551510078
400,"[0.4950467050075531, 0.5224491953849792]","[0.5203103423118591, 0.6935553550720215]","[0.5528069138526917, 0.8621774315834045]",177.49076065966165
401,"[0.4958118498325348, 0.5222570896148682]","[0.5203364491462708, 0.6923578977584839]","[0.5528044104576111, 0.8620544672012329]",177.3727199341077
402,"[0.4964824616909027, 0.522240936756134]","[0.5203438997268677, 0.6918599605560303]","[0.5527929067611694, 0.86187344789505]",177.20203860367053
403,"[0.49692726135253906, 0.5224311947822571]","[0.5204507112503052, 0.6918761134147644]","[0.5528143048286438, 0.8621998429298401]",177.14501330906302
404,"[0.4970058500766754, 0.5229896306991577]","[0.5205627083778381, 0.6918861269950867]","[0.5528676509857178, 0.8625417351722717]",177.22091337454546
405,"[0.49709969758987427, 0.5238637328147888]","[0.5206210613250732, 0.6918845772743225]","[0.55287104845047, 0.8625210523605347]",177.26653242239746
406,"[0.49717506766319275, 0.5240813493728638]","[0.5206380486488342, 0.6916978359222412]","[0.5528740882873535, 0.8624400496482849]",177.27693106527593
407,"[0.49729281663894653, 0.5244061946868896]","[0.5208743810653687, 0.6917828917503357]","[0.5529398918151855, 0.862636387348175]",177.3900414011394
408,"[0.4975583553314209, 0.5246717929840088]","[0.521190881729126, 0.6921244263648987]","[0.5529464483261108, 0.8629840612411499]",177.50435552339783
409,"[0.4979592263698578, 0.5248796939849854]","[0.5215274095535278, 0.692644476890564]","[0.5529446601867676, 0.863229513168335]",177.56135240023204
410,"[0.4984646737575531, 0.5253028869628906]","[0.521834671497345, 0.6928318738937378]","[0.5528702735900879, 0.8629537224769592]",177.60254727245268
411,"[0.49908989667892456, 0.5252981781959534]","[0.5220088362693787, 0.6927721500396729]","[0.552821159362793, 0.8628988265991211]",177.52677845123017
412,"[0.4997047483921051, 0.5254212617874146]","[0.5225699543952942, 0.6930655837059021]","[0.552890419960022, 0.8627185225486755]",177.63376391987762
413,"[0.5002331137657166, 0.5255022048950195]","[0.5229870676994324, 0.6933093070983887]","[0.5529952645301819, 0.8626797795295715]",177.67486566158559
414,"[0.5006884932518005, 0.5252445936203003]","[0.5234087705612183, 0.6932388544082642]","[0.5533438920974731, 0.8627051711082458]",177.68461102656056
415,"[0.5013613104820251, 0.5252676606178284]","[0.5241723656654358, 0.6932945251464844]","[0.5537191033363342, 0.8624951839447021]",177.8256972111412
416,"[0.5023370981216431, 0.5250376462936401]","[0.5248361229896545, 0.6933494806289673]","[0.5543719530105591, 0.862542450428009]",177.71157938645837
417,"[0.5034490823745728, 0.5247546434402466]","[0.5262430310249329, 0.6933789849281311]","[0.5553446412086487, 0.863619327545166]",177.99772614914718
418,"[0.5054627060890198, 0.5247579216957092]","[0.5274020433425903, 0.6936208605766296]","[0.5559150576591492, 0.8651055097579956]",177.9623334345758
419,"[0.5076271295547485, 0.5243034958839417]","[0.5281246900558472, 0.6924334764480591]","[0.5562335252761841, 0.8636793494224548]",177.62932539067677
420,"[0.5098254084587097, 0.5232495069503784]","[0.5294853448867798, 0.6921685338020325]","[0.5566497445106506, 0.8637038469314575]",177.63994590714896
421,"[0.5132721662521362, 0.5231359601020813]","[0.5317980051040649, 0.6914332509040833]","[0.5569421052932739, 0.8639103174209595]",177.98743656503925
422,"[0.5165532231330872, 0.5231049656867981]","[0.5339927077293396, 0.691291868686676]","[0.5575089454650879, 0.8637948632240295]",178.15698938584367
423,"[0.5200833082199097, 0.5220625996589661]","[0.535781741142273, 0.6912901997566223]","[0.5574642419815063, 0.8638200759887695]",178.1368566348294
424,"[0.5234445333480835, 0.520995557308197]","[0.5387629270553589, 0.691078245639801]","[0.5578122138977051, 0.864614725112915]",178.88208536475733
425,"[0.5271803736686707, 0.5204312801361084]","[0.5416872501373291, 0.6910916566848755]","[0.5581694841384888, 0.867199182510376]",179.51186696659167
426,"[0.531241774559021, 0.5202516913414001]","[0.5442646145820618, 0.6921106576919556]","[0.5588587522506714, 0.8685328364372253]",179.60448127047678
427,"[0.5352201461791992, 0.5193727016448975]","[0.5465763807296753, 0.693128228187561]","[0.559773325920105, 0.8684577345848083]",179.43489144247653
428,"[0.5393432378768921, 0.5192049741744995]","[0.549873411655426, 0.6953828930854797]","[0.5599267482757568, 0.8717671036720276]",179.84164120760732
429,"[0.5435256361961365, 0.5189715623855591]","[0.5524762868881226, 0.6968579888343811]","[0.5599477291107178, 0.8715938925743103]",179.5678863091728
430,"[0.5472840070724487, 0.5188344717025757]","[0.5533444285392761, 0.6970056295394897]","[0.5599338412284851, 0.8716252446174622]",179.78706490472814
431,"[0.5508294701576233, 0.5185306668281555]","[0.5560879111289978, 0.6961571574211121]","[0.560113251209259, 0.8707495927810669]",179.62507218767695
432,"[0.554438054561615, 0.517846405506134]","[0.556905210018158, 0.6960300207138062]","[0.5600889921188354, 0.8703930377960205]",179.74719851584206
433,"[0.5586756467819214, 0.5180202722549438]","[0.5594586133956909, 0.6983395218849182]","[0.5601776838302612, 0.8703253269195557]",179.99076831668268
434,"[0.5617167353630066, 0.5176721215248108]","[0.5613911747932434, 0.6984848380088806]","[0.5605219602584839, 0.8702581524848938]",179.81323521100842
435,"[0.5649367570877075, 0.5192708969116211]","[0.5626531839370728, 0.7001107335090637]","[0.5607024431228638, 0.8702565431594849]",179.9334040228224
436,"[0.567226767539978, 0.5197324752807617]","[0.5647517442703247, 0.7006680965423584]","[0.5613554120063782, 0.8700395226478577]",179.6349280118582
437,"[0.5685874819755554, 0.5197024941444397]","[0.5659635066986084, 0.7002647519111633]","[0.5617067217826843, 0.8683277368545532]",179.381671314944
438,"[0.5705779790878296, 0.5196975469589233]","[0.5680005550384521, 0.6991404891014099]","[0.5618346333503723, 0.866300106048584]",178.71043077297702
439,"[0.571554958820343, 0.5198799967765808]","[0.569904625415802, 0.6990779638290405]","[0.5620498061180115, 0.8662364482879639]",177.8372895783521
440,"[0.5724258422851562, 0.5198531150817871]","[0.5709637403488159, 0.6988353133201599]","[0.5621434450149536, 0.8662509322166443]",177.45219662692563
441,"[0.5738096833229065, 0.5199249982833862]","[0.5724049806594849, 0.6988236904144287]","[0.5622605085372925, 0.8661332726478577]",176.9801102701251
442,"[0.5751665830612183, 0.5199901461601257]","[0.5730994343757629, 0.6992327570915222]","[0.5623375177383423, 0.8661553263664246]",176.97184789844243
443,"[0.5764838457107544, 0.5199913382530212]","[0.5734182000160217, 0.699174702167511]","[0.5623486638069153, 0.8654891848564148]",177.1723088039045
444,"[0.5771728754043579, 0.5199939012527466]","[0.5736494064331055, 0.6992525458335876]","[0.5624939799308777, 0.8653572201728821]",177.2838897532218
445,"[0.5779736638069153, 0.5200225114822388]","[0.5739843845367432, 0.6994851231575012]","[0.5624909400939941, 0.8657511472702026]",177.3190343745721
446,"[0.5782943964004517, 0.520214319229126]","[0.5740243792533875, 0.6996666789054871]","[0.5625178813934326, 0.8666266798973083]",177.42062035110322
447,"[0.5785596370697021, 0.5208175182342529]","[0.5741370320320129, 0.70013427734375]","[0.5625160336494446, 0.8670389652252197]",177.42995650362204
448,"[0.5793610215187073, 0.5212558507919312]","[0.5741673707962036, 0.7003629803657532]","[0.562505841255188, 0.8679864406585693]",177.68132289431998
449,"[0.5798009634017944, 0.5212386250495911]","[0.5743067860603333, 0.6998695135116577]","[0.5625038146972656, 0.8680389523506165]",177.74697899991907
450,"[0.5800669193267822, 0.5212329626083374]","[0.5743218064308167, 0.6997197866439819]","[0.5625532865524292, 0.8679850101470947]",177.8428243612102
451,"[0.5803889036178589, 0.5212391018867493]","[0.574430525302887, 0.6997581124305725]","[0.5625655055046082, 0.8679912090301514]",177.87740085991916
452,"[0.5807061195373535, 0.5212331414222717]","[0.5746970772743225, 0.6998407244682312]","[0.5625659227371216, 0.8679773807525635]",177.80015057619997
453,"[0.5806031823158264, 0.5210850238800049]","[0.575186014175415, 0.699557900428772]","[0.5625932812690735, 0.867745041847229]",177.45662216005417
454,"[0.5652886033058167, 0.6833152770996094]","[0.5666147470474243, 0.8606770038604736]","[0.5598207712173462, 0.9383299946784973]",174.57144348774963
455,"[0.5727981328964233, 0.7707321047782898]","[0.5973420143127441, 0.9611903429031372]","[0.5780386924743652, 1.101722240447998]",164.83575694700863
456,"[0.5830274820327759, 0.7973251342773438]","[0.5943878889083862, 1.0408661365509033]","[0.5791579484939575, 1.2352051734924316]",172.84828058429207
457,"[0.5861780047416687, 0.8110300898551941]","[0.6026155352592468, 1.0708532333374023]","[0.5848161578178406, 1.2097142934799194]",169.0756359077379
458,"[0.586229145526886, 0.8165910243988037]","[0.6076430082321167, 1.0765454769134521]","[0.5819824934005737, 1.1853084564208984]",162.01579768069408
459,"[0.5865305662155151, 0.8159510493278503]","[0.6113829612731934, 1.0676634311676025]","[0.5795835256576538, 1.1465412378311157]",152.40454070586262
460,"[0.5861154794692993, 0.8162289261817932]","[0.6080824136734009, 1.0370430946350098]","[0.5705851912498474, 1.1053932905197144]",145.5694505293982
461,"[0.5818296670913696, 0.8182822465896606]","[0.6033684015274048, 1.067026138305664]","[0.5730813145637512, 1.182073712348938]",160.30222541483872
462,"[0.5772339701652527, 0.8223105669021606]","[0.5942426919937134, 1.0734176635742188]","[0.571352481842041, 1.1665339469909668]",162.3141669228652
463,"[0.5715107917785645, 0.824383556842804]","[0.5881595611572266, 1.099401593208313]","[0.5751763582229614, 1.2719563245773315]",172.2328244179086
464,"[0.5649410486221313, 0.8229832053184509]","[0.5819634795188904, 1.0954439640045166]","[0.5779662132263184, 1.2760207653045654]",175.15690117592663
465,"[0.5562718510627747, 0.822679877281189]","[0.5720266103744507, 1.0803155899047852]","[0.5703071355819702, 1.243306279182434]",175.89622506471375
466,"[0.5486894845962524, 0.8253145813941956]","[0.5662486553192139, 1.0904184579849243]","[0.5707417726516724, 1.290126085281372]",177.4993960915984
467,"[0.5410946011543274, 0.8277097344398499]","[0.5582696199417114, 1.0931541919708252]","[0.5614646673202515, 1.2673507928848267]",177.34873833731473
468,"[0.5350720882415771, 0.8289029598236084]","[0.5542069673538208, 1.091975450515747]","[0.5477597713470459, 1.2421596050262451]",173.3817334326361
469,"[0.5309187173843384, 0.8332360982894897]","[0.5478978753089905, 1.0997447967529297]","[0.5380476713180542, 1.2301381826400757]",172.03459213596295
470,"[0.5270951986312866, 0.8331162333488464]","[0.5433471202850342, 1.096393346786499]","[0.5266844034194946, 1.1457785367965698]",157.82309658235997
471,"[0.5227779150009155, 0.8328859806060791]","[0.5353747010231018, 1.091531753540039]","[0.5218673944473267, 1.1164766550064087]",148.7768255197366
472,"[0.519692599773407, 0.8330580592155457]","[0.5300524234771729, 1.090501308441162]","[0.5207298994064331, 1.1354479789733887]",165.97785049481791
473,"[0.5171129703521729, 0.8320639729499817]","[0.5291644334793091, 1.0881779193878174]","[0.5251591205596924, 1.225527048110962]",175.63556940477295
474,"[0.5155475735664368, 0.8302531838417053]","[0.5303778648376465, 1.0860881805419922]","[0.529029369354248, 1.2356456518173218]",176.16578278025605
475,"[0.5144312977790833, 0.8289646506309509]","[0.5304235816001892, 1.0847904682159424]","[0.5297728776931763, 1.2354031801223755]",176.1754204646001
476,"[0.5127926468849182, 0.8286506533622742]","[0.5238089561462402, 1.0838972330093384]","[0.521124005317688, 1.2025655508041382]",176.23254319162547
477,"[0.5132831335067749, 0.8282314538955688]","[0.5238379836082458, 1.0851294994354248]","[0.5237966775894165, 1.2012933492660522]",177.62690941637288
478,"[0.5151091814041138, 0.8292156457901001]","[0.526390552520752, 1.0935488939285278]","[0.5243081450462341, 1.2877979278564453]",176.94197551453297
479,"[0.5162456035614014, 0.8289031386375427]","[0.5280486345291138, 1.0954676866531372]","[0.5257716178894043, 1.2939496040344238]",176.80741741414477
480,"[0.516910195350647, 0.8307768702507019]","[0.5290589928627014, 1.1040868759155273]","[0.5268246531486511, 1.3141677379608154]",176.84548981273542
481,"[0.5172246694564819, 0.8328579664230347]","[0.5280298590660095, 1.107277750968933]","[0.5235971212387085, 1.3160673379898071]",176.52891843935043
482,"[0.5183942317962646, 0.8355320692062378]","[0.5271610021591187, 1.111644983291626]","[0.5204375982284546, 1.3140203952789307]",176.27862603517244
483,"[0.5243047475814819, 0.835221529006958]","[0.5280958414077759, 1.1012210845947266]","[0.5199061036109924, 1.3039758205413818]",176.87040806896758
484,"[0.528180718421936, 0.8353998064994812]","[0.530031144618988, 1.0941096544265747]","[0.5205706357955933, 1.312275767326355]",177.10719164912823
485,"[0.5315142869949341, 0.8390598893165588]","[0.5343282222747803, 1.0954304933547974]","[0.520797848701477, 1.3213714361190796]",175.94410447547102
486,"[0.5344685912132263, 0.8418904542922974]","[0.538756251335144, 1.1045269966125488]","[0.5257563591003418, 1.3305854797363281]",175.7734335615336
487,"[0.5379772782325745, 0.8431383967399597]","[0.5442650318145752, 1.108938217163086]","[0.5338927507400513, 1.3327782154083252]",175.99179555197003
488,"[0.54173344373703, 0.8449279069900513]","[0.5460489988327026, 1.1102625131607056]","[0.5446606874465942, 1.3407264947891235]",178.7230458542562
489,"[0.5439707636833191, 0.8467749953269958]","[0.5483909845352173, 1.1197103261947632]","[0.5480102896690369, 1.3543154001235962]",178.97919492403275
490,"[0.5465156435966492, 0.8499860763549805]","[0.5496499538421631, 1.1326267719268799]","[0.546319842338562, 1.3649067878723145]",178.54327949898615
491,"[0.5477583408355713, 0.8499528765678406]","[0.5514671206474304, 1.1281009912490845]","[0.5467486381530762, 1.3557826280593872]",178.04884319434254
492,"[0.5492070913314819, 0.8507062196731567]","[0.552541196346283, 1.1262192726135254]","[0.5482378005981445, 1.358384132385254]",178.24476235727303
493,"[0.5512856245040894, 0.8560429215431213]","[0.5537523627281189, 1.1402661800384521]","[0.5478690266609192, 1.3950047492980957]",178.17970526592063
494,"[0.5518422722816467, 0.8554472327232361]","[0.5566583871841431, 1.1328810453414917]","[0.5537492036819458, 1.380265712738037]",178.33171989446075
495,"[0.5532111525535583, 0.8549156188964844]","[0.5575109124183655, 1.1360790729522705]","[0.5601662993431091, 1.3923332691192627]",179.71755449941065
496,"[0.5540199279785156, 0.8549070358276367]","[0.5568583011627197, 1.1377239227294922]","[0.5619350671768188, 1.4158267974853516]",179.52918788959238
497,"[0.5537217855453491, 0.8546819090843201]","[0.556357741355896, 1.1361241340637207]","[0.559677004814148, 1.4057645797729492]",179.83133684558553
498,"[0.5534554719924927, 0.8539970517158508]","[0.556167483329773, 1.1228628158569336]","[0.5587531328201294, 1.3796542882919312]",179.99898040201106
499,"[0.5530993938446045, 0.8540665507316589]","[0.5559008121490479, 1.1082983016967773]","[0.5551263093948364, 1.362689733505249]",179.19423637595958
500,"[0.5525405406951904, 0.8542892336845398]","[0.5553449392318726, 1.1100654602050781]","[0.552211344242096, 1.3633191585540771]",178.66291483282993
501,"[0.5517009496688843, 0.8534427881240845]","[0.5543635487556458, 1.1282269954681396]","[0.5522327423095703, 1.3605706691741943]",178.91939318135846
502,"[0.5495972633361816, 0.8506721258163452]","[0.5533939599990845, 1.128644347190857]","[0.5517066717147827, 1.344577670097351]",178.76977535059075
503,"[0.5447639226913452, 0.839662492275238]","[0.5532042980194092, 1.122740387916565]","[0.55343097448349, 1.3270070552825928]",178.3557313537633
504,"[0.5394944548606873, 0.8310216069221497]","[0.5491336584091187, 1.1111950874328613]","[0.550658106803894, 1.3088172674179077]",178.47151790130548
505,"[0.5373772382736206, 0.8234639763832092]","[0.5492048859596252, 1.0457162857055664]","[0.5454187393188477, 1.303000569343567]",176.11065911409676
506,"[0.5340956449508667, 0.8150781393051147]","[0.5450822114944458, 1.016922116279602]","[0.5417746305465698, 1.2850487232208252]",176.17765001087722
507,"[0.5332381129264832, 0.8205230832099915]","[0.5429855585098267, 1.0741997957229614]","[0.540542483329773, 1.2987651824951172]",177.17620733755817
508,"[0.5268980264663696, 0.8225550055503845]","[0.5319480299949646, 1.0838205814361572]","[0.5345543622970581, 1.305668830871582]",179.5657626086164
509,"[0.523672342300415, 0.8241409063339233]","[0.5267652273178101, 1.0982321500778198]","[0.5269615650177002, 1.3209004402160645]",179.40401414617614
510,"[0.5196183323860168, 0.8246539831161499]","[0.5232412219047546, 1.1060822010040283]","[0.5209338665008545, 1.3394277095794678]",178.6959283246878
511,"[0.5137445330619812, 0.8254430294036865]","[0.5158956050872803, 1.1071207523345947]","[0.5129163265228271, 1.3418643474578857]",178.835323406341
512,"[0.507360577583313, 0.8247746229171753]","[0.5096883177757263, 1.1060481071472168]","[0.5077254176139832, 1.3403313159942627]",179.04581582090404
513,"[0.5010360479354858, 0.8251521587371826]","[0.5055989623069763, 1.1071434020996094]","[0.5032976865768433, 1.3434464931488037]",178.5150084928636
514,"[0.4948097765445709, 0.8252232074737549]","[0.5009044408798218, 1.1075634956359863]","[0.4984302520751953, 1.3447457551956177]",178.16572720514435
515,"[0.4894849359989166, 0.8265400528907776]","[0.4968968331813812, 1.109901785850525]","[0.49466365575790405, 1.3522002696990967]",177.97359556486953
516,"[0.4832828640937805, 0.8272954225540161]","[0.49733811616897583, 1.1096885204315186]","[0.4960413873195648, 1.3512688875198364]",176.84308615494413
517,"[0.4778544008731842, 0.8295214176177979]","[0.4947327971458435, 1.1097885370254517]","[0.4951744079589844, 1.351020097732544]",176.65855371704143
518,"[0.4728468358516693, 0.8321035504341125]","[0.4919903874397278, 1.1096700429916382]","[0.4902581572532654, 1.349005937576294]",175.63992142735668
519,"[0.4688192903995514, 0.8352789878845215]","[0.49376797676086426, 1.10902738571167]","[0.49194130301475525, 1.3428765535354614]",174.34505652604264
520,"[0.4659706652164459, 0.8388870358467102]","[0.4923587739467621, 1.1089390516281128]","[0.48996344208717346, 1.340332269668579]",173.82597346322024
521,"[0.4638276696205139, 0.8436469435691833]","[0.49244531989097595, 1.108884572982788]","[0.48627614974975586, 1.335852861404419]",172.28496991117262
522,"[0.46328267455101013, 0.8472986817359924]","[0.48730143904685974, 1.1132785081863403]","[0.4821728765964508, 1.3424501419067383]",173.55802641112248
523,"[0.46228495240211487, 0.8497161269187927]","[0.4881869852542877, 1.113948941230774]","[0.47959327697753906, 1.3412214517593384]",172.2358795669851
524,"[0.4613761305809021, 0.8520814776420593]","[0.4858650267124176, 1.119463324546814]","[0.48121970891952515, 1.347861409187317]",173.60184863091698
525,"[0.46103590726852417, 0.8535147905349731]","[0.48693951964378357, 1.1190885305404663]","[0.4819197654724121, 1.345569133758545]",173.1593834948482
526,"[0.46043461561203003, 0.8542783856391907]","[0.48598533868789673, 1.1197704076766968]","[0.47986048460006714, 1.3453707695007324]",172.94768475470067
527,"[0.4594701826572418, 0.8552882671356201]","[0.48470640182495117, 1.1215941905975342]","[0.4806550145149231, 1.3494960069656372]",173.56815372377034
528,"[0.4591314196586609, 0.8548716306686401]","[0.4841211438179016, 1.1211299896240234]","[0.4797120988368988, 1.3440113067626953]",173.50492255009496
529,"[0.4590927064418793, 0.8552922010421753]","[0.48466771841049194, 1.1008108854293823]","[0.4785076081752777, 1.3403693437576294]",172.58009859627393
530,"[0.45962008833885193, 0.8563828468322754]","[0.4821738600730896, 1.1158663034439087]","[0.47736912965774536, 1.3478749990463257]",173.84606822618753
531,"[0.45981311798095703, 0.8563495874404907]","[0.48240184783935547, 1.118526577949524]","[0.4774255156517029, 1.3465739488601685]",173.8255720130649
532,"[0.4600768983364105, 0.8566320538520813]","[0.48478561639785767, 1.118934154510498]","[0.47780483961105347, 1.3446013927459717]",172.8468286465775
533,"[0.46169814467430115, 0.8565943241119385]","[0.48482546210289, 1.119306206703186]","[0.47798100113868713, 1.3427191972732544]",173.21429002402334
534,"[0.4642617106437683, 0.8543097376823425]","[0.48663395643234253, 1.1154900789260864]","[0.4793940484523773, 1.3311121463775635]",173.18100705837082
535,"[0.4672467112541199, 0.8549792170524597]","[0.488128125667572, 1.1132444143295288]","[0.48136743903160095, 1.327873706817627]",173.57335775747512
536,"[0.5758735537528992, 0.5840637683868408]","[0.5659196972846985, 0.6777815222740173]","[0.5599685311317444, 0.8723196387290955]",175.68949074259532
537,"[0.5844839215278625, 0.5228567719459534]","[0.5751731991767883, 0.7046015858650208]","[0.5614573955535889, 0.8748840093612671]",178.3275954674474
538,"[0.5860503911972046, 0.523457407951355]","[0.5774005055427551, 0.7023554444313049]","[0.5607395768165588, 0.8755837082862854]",177.27439314953065
539,"[0.5865453481674194, 0.5287543535232544]","[0.5776911377906799, 0.7086812853813171]","[0.5624898672103882, 0.875705897808075]",177.61696877831906
540,"[0.5855397582054138, 0.5318070650100708]","[0.5777002573013306, 0.7155274152755737]","[0.5608524084091187, 0.8738294839859009]",176.36834218097462
541,"[0.585638165473938, 0.5330159664154053]","[0.5778601169586182, 0.7184814214706421]","[0.5598797798156738, 0.8771194219589233]",175.93504422671194
542,"[0.5861660838127136, 0.5334847569465637]","[0.5778237581253052, 0.7210301160812378]","[0.5607383847236633, 0.8779205083847046]",176.33190879337715
543,"[0.5857186317443848, 0.5330819487571716]","[0.5777711868286133, 0.7216259241104126]","[0.5608611702919006, 0.8768648505210876]",176.19702473740907
544,"[0.5855405926704407, 0.5326820611953735]","[0.5778859853744507, 0.7194364070892334]","[0.560528039932251, 0.8775259256362915]",176.08122665200787
545,"[0.5853999257087708, 0.5324549078941345]","[0.5779588222503662, 0.7195543050765991]","[0.560553789138794, 0.8774777054786682]",175.98820971333473
546,"[0.5847141742706299, 0.5315284132957458]","[0.5777795314788818, 0.7168181538581848]","[0.5607394576072693, 0.8749253749847412]",175.992014453961
547,"[0.5844861268997192, 0.530707061290741]","[0.5773963332176208, 0.7184194922447205]","[0.5618610978126526, 0.8759366273880005]",176.53038168133855
548,"[0.583685040473938, 0.5309835076332092]","[0.5772743225097656, 0.7179824113845825]","[0.5622054934501648, 0.8743988275527954]",176.46067828823973
549,"[0.5830755829811096, 0.5322377681732178]","[0.5765902996063232, 0.7188439965248108]","[0.5626740455627441, 0.8743568658828735]",176.87688678280045
550,"[0.5821413397789001, 0.5308483839035034]","[0.575851559638977, 0.7179310917854309]","[0.5632131695747375, 0.8751158118247986]",177.32861644683575
551,"[0.5818565487861633, 0.531367301940918]","[0.5753676891326904, 0.7183634638786316]","[0.5636916160583496, 0.8754808306694031]",177.73730902585564
552,"[0.5807250738143921, 0.5302637219429016]","[0.5750843286514282, 0.7187764644622803]","[0.5642045736312866, 0.8743643164634705]",177.71391597761217
553,"[0.5781314373016357, 0.5274426937103271]","[0.5747795104980469, 0.7164140343666077]","[0.5643764734268188, 0.8752048015594482]",177.2678659118961
554,"[0.5756102800369263, 0.5266510248184204]","[0.5743969678878784, 0.7153696417808533]","[0.5645481944084167, 0.8740630149841309]",176.8170455474462
555,"[0.573299765586853, 0.5254253149032593]","[0.5731942653656006, 0.7116958498954773]","[0.5644077062606812, 0.8718456625938416]",176.89208837026985
556,"[0.5707871913909912, 0.5237476229667664]","[0.571058452129364, 0.7092310786247253]","[0.5643308758735657, 0.8698174953460693]",177.5172722035152
557,"[0.5682820081710815, 0.523420512676239]","[0.5691751837730408, 0.7094981074333191]","[0.5641847848892212, 0.8696951270103455]",177.94070128217447
558,"[0.5649561285972595, 0.5225663781166077]","[0.5664919018745422, 0.7097811102867126]","[0.563796877861023, 0.8711307048797607]",178.57307467012748
559,"[0.5625920295715332, 0.522027313709259]","[0.563752293586731, 0.7108185887336731]","[0.5630220174789429, 0.8754101991653442]",179.39366505134439
560,"[0.5596246123313904, 0.5207731127738953]","[0.5614100098609924, 0.7114229798316956]","[0.5608876347541809, 0.8754673600196838]",179.2810029392429
561,"[0.5563343167304993, 0.5197910070419312]","[0.5591554045677185, 0.7081525325775146]","[0.5597597360610962, 0.8746364116668701]",179.34992714334763
562,"[0.5532180666923523, 0.5200785398483276]","[0.5565036535263062, 0.7080237865447998]","[0.5590873956680298, 0.8744910359382629]",179.88769689598362
563,"[0.549633800983429, 0.5204809904098511]","[0.5543573498725891, 0.7081769704818726]","[0.5576982498168945, 0.8740376234054565]",179.71234324747724
564,"[0.5463556051254272, 0.5226050019264221]","[0.5519415140151978, 0.7089971899986267]","[0.5567697286605835, 0.8729962110519409]",179.9697705261698
565,"[0.5428186655044556, 0.5228108167648315]","[0.5493055582046509, 0.7092013359069824]","[0.5566920638084412, 0.8725162148475647]",179.40359930125624
566,"[0.5398901700973511, 0.5231761336326599]","[0.5473188161849976, 0.7097533345222473]","[0.5566428899765015, 0.872227668762207]",178.99556361832217
